bladebike_razer|Honda|2d1 likeReply
live_2_shift|H2!! Would be a dream come true!|2d1 likeReply
ovliamcham|🔥🔥🔥😍|9h1 likeReply
spvce_tripp|H2 but I already know there’s no win for me|2d1 likeReply
"_.slugz._|Patiently waiting, 🤞🏽🤞🏽🤞🏽|1d1 likeReply"
lalitbiebz|Wow❤️❤️❤️|1d1 likeReply
zafranika|I prefer Natural Aspirated 😍 Honda ...|2d1 likeReply
maddyalivia7|i’ll take the h2 🥺|2d1 likeReply
"dramaticmime|Cbr, I can ride someone on the back.|2d1 likeReply"
derwek|Honda 😎|2d1 likeReply
carpiojeffrey7|Both 🏍 are🔥🔥🔥🔥🔥🔥😍😍|2d1 likeReply
24krepair|Humm|2d1 likeReply
omengq|Verified|ManiLa|4d1 likeReply
goldenshellback25|Y'all need to make underwear. I need more underwear than shirts|5d1 likeReply|View replies (1)
tbrooks24.7|Georgia🍑🤙🏾|5d3 likesReply
the.kushagra.tiwari|INDIA|5d1 likeReply|View replies (2)
"_jimmynewtron_|San Antonio, TX! 🔥|5d2 likesReply"
respectgotclipz|Jacksonville|5d2 likesReply
dsimmons___|TN|5d2 likesReply
cjma099|🇸🇻 grew up in 🇺🇸 Rahway NJ 07065|5d2 likesReply
"lane_owens_percussion|Orlando, FL|5d2 likesReply"
"thatcanonbloke|Delhi, India|5d2 likesReply"
juricivaann|🇧🇦🏍|5d1 likeReply
_jess_because_|Kansas|5d1 likeReply
am4ni1|The Netherlands|5d1 likeReply
"reuben_lobato|Draper, Utah|5d1 likeReply"
freddiemondala|HI|5d1 likeReply
nic_1400|Arizona 🔥|5d1 likeReply
jakeyxray666|Uk|5d1 likeReply
wyattw15|Upstate NY|5d1 likeReply
kuhncharl01|South Africa 🙌🇿🇦|5d1 likeReply
"nathin_allan|Winnipeg, MB Canada 🇨🇦 🙌|5d1 likeReply"
zack_is_weird|Michigan|5d1 likeReply
"killerstylez|Yuma, Arizona 🤩🤩|5d1 likeReply"
mr_aaeron_george|Indian Baby|5d1 likeReply
nicolass.sanchezz|Colombia 🇨🇴❤️|5d1 likeReply
colin.soler|Every burger meal bought has the chance to win a bike 👀|6d5 likesReply|View replies (1)
"krikket_warrior|Awesome ❤️ and yes, just call me Teddy!!|6d1 likeReply|View replies (1)"
gavinpairon|Love this art🙏|5d1 likeReply|View replies (1)
fluffy_flamingo400|Ide be there everyday|5d1 likeReply|View replies (1)
_logan.garcia_|Why does the cartoon look more like @derwek then Derrek himself?|6d3 likesReply|View replies (1)
yoitzmickie|Bro are y’all for real this would be the dopest of dopest joints 🙌|5dReply|View replies (1)
tiggaface|Hey if I move to AZ can I get a job with you guys?|6d1 likeReply|View replies (2)
lexieeray|Awesome!! How long did it take for you to get it? I just placed an order and I’m so excited to get it haha 🤩|5dReply|View replies (2)
wydlamir|Thekilacam?|5d1 likeReply|View replies (1)
lulucartoonsme|We had so much fun creating this custom portrait!|6d2 likesReply
cmjs147|Tight! Of course 🤘 🔥|6d2 likesReply
zaki_6r|🔥🔥🔥🔥|6d1 likeReply
believeee_mee|🤚🏼|6d1 likeReply
jakobzimmerle|Ma ke this a shirttttt!!|6d1 likeReply
tannah_mae|Oh👏my👏god👏|5d1 likeReply
luimoto|Nice! Bahaha|6d1 likeReply
bird187_|I would be down|5d1 likeReply
sumdudenamed_abe|Yeeessss|6d1 likeReply
mostmelo|Wow damn that’s so cool!|5d1 likeReply
tevin_duke19|Dope as fuck|4d1 likeReply
d_atkins79|You know it !!🍔🍟🤙|5d1 likeReply
lmrsr23|🔥🔥🔥🔥🔥|5d1 likeReply
g.q.smoov|Hahah that's awesome!|5d1 likeReply
maddyalivia7|love this 😂|6d2 likesReply
itsdram|Bottom one is coming to Texas to me !!!🔥|6d1 likeReply|View replies (1)
"trotlip20|Just gonna say, my birthday is June 12th and winning would be a decent birthday present 👀👀|6d2 likesReply|View replies (2)"
wolffvkng|I can't wait to be riding that Honda. 😍😍😍😍😍|6d1 likeReply|View replies (1)
"griffyn_evans|Cut them both in half to make frankenbikes, jkjk. Bottom|6d2 likesReply|View replies (1)"
dimasellsny|Top all day every day and twice on Sunday 😂|5d2 likesReply|View replies (1)
frvbroken_rideordie|I'm getting completely bombarded by fake accounts saying they are @clutch ! Everyone watch out and report them! Here's just a few! @rideclutch_giveaway__ @rideclutch.giftts|6d2 likesReply|View replies (3)
dyllan_2ls|Bottom|6d1 likeReply
c.skovgaard_96|Top🙌|5d1 likeReply
chrisdemesa|Top|6d1 likeReply
speed_freak662|Top|5d1 likeReply
immanuelrahadi|Top|6d1 likeReply
amswie2027|Bottom ❤️🔥|5d1 likeReply
mamba_jamieson24|Top|5d1 likeReply
jordan_j_murray|That Honda|6d1 likeReply
scottotewalt|H2|6d1 likeReply
36_molina|Top|6d1 likeReply
roman_1825|Top 🔥❤️|5d1 likeReply
alecdenheld|Top for me|6d1 likeReply
kevinalbin|Bottom|6d1 likeReply
o_andre_g|Top🙌🙌🙌|5d1 likeReply
jalves565|Bottom please|6d1 likeReply
bdexter_36|Top|6d1 likeReply
boji_silverelk|Bottom 😍|6d1 likeReply
anurag_sandilya_|Top|6d1 likeReply
defend_the_lumpia|Congrats to the winner 👏|6d2 likesReply
sirrichielee|Hell yeah congrats!|6d2 likesReply
centolajoseph|Congrats Carlos ride safe and have fun sending love support and respect from Boston 💯💖🤍🤍💖|6d2 likesReply
1___ak47___2|I would hug every one out there 😂😂. Aeeyy carlo congratulations bro ❤️ have fun with your new bae and ride safe ✨🙏🏻💯|6d2 likesReply
fazilmmm|Congo 🙌❤️|6d2 likesReply
chrispyy750|@val_nicole_18|6dReply
carpiojeffrey7|🔥🔥🔥🔥🔥I want too be the next one🔥🔥🔥🔥 🔥 sorry I will 😂😂|6d2 likesReply|View replies (1)
tediperk10|That my sister!! 🤍 @chandrafischer|6d2 likesReply
mitch_tactical85|Congratulations dude. 😢|5d1 likeReply
24krepair|I missed the live session but im catching up.. 😋|6d1 likeReply
davidquillan|Does slick come with the Honda!!!.|6dReply
l4nd.sh4rk|That H2 so hot and obliterates the Honda in every way 😍|6dReply
imlilsteph2x|I agree definitely would give my left nut for the h2 100%|5dReply
samsung_iphonevih|beautiful girls ❤️❤️❤️|3dReply
boji_silverelk|Praying 🙏🏼 I need a win in my life|1w2 likesReply|View replies (1)
imlilsteph2x|Alpha 🔥🔥|1w1 likeReply|View replies (1)
"eezerider|I need a W, been catching L's in the sneaker game and in there drawings. 🙌|1w2 likesReply|View replies (1)"
amro.balboul.948|The H2 for me 😂😂|1w1 likeReply|View replies (1)
sn_turtle|Where is this?|1w1 likeReply|View replies (1)
jalves565|Beautiful machine 🙌|1w1 likeReply|View replies (1)
24krepair|My bike 🤑|6d1 likeReply|View replies (1)
____kjw____|Been hoping dreams really do come true..🤞🏼|1w1 likeReply|View replies (1)
soliman12460|Where are the awesome T shirts the decent designs are not in stock which ain’t cool|6dReply|View replies (2)
mueller141|🔥|6d1 likeReply
nightrider_rt1729|The H2 is 🔥🔥🔥🔥|1w1 likeReply
collin_5|The things I would do for this bike🤩😩|1w1 likeReply
santanatography|Would it be possible to add a second seat? @rideclutch|1wReply|View replies (1)
carldavies200|Any sticker give sways ?|1w1 likeReply|View replies (1)
adventurous.red|How can you afford to give away so much every month|1wReply|View replies (2)
_tls_rick|When you already ordered stuff right before they added this to the give away...😐|1w2 likesReply|View replies (1)
24krepair|Lmao just my luck I made a few orders more then I should... Maybe something is just try to say... Give up let|1wReply|View replies (1)
jtphilly99|Is this legit ?|1w1 likeReply|View replies (1)
bladebike_razer|Hello I was sent a message by someone trying to be you guys saying I won telling me to go to some website I thought you guys should know|1w1 likeReply|View replies (1)
the_panda_st|Dammit y’all gonna make me buy more stuff… oh well I alway need more shirts 🔥🔥🔥|1w1 likeReply|View replies (2)
amcneely7|Lol why is this the Best Buy I work at though 😂|1w1 likeReply|View replies (2)
tiggaface|Y’all go buy all that but don’t restock your own product smh 🤦‍♂️|1wReply|View replies (1)
brad_crandall_|How tf you get a ps5|1wReply|View replies (1)
likhit_160|😍😍|1w1 likeReply
17zhz|اريد بطحه😢|1w1 likeReply
jok_erz47|🔥🔥🔥|1w1 likeReply
delrencellanes|🔥🔥🔥|6dReply
24krepair|Let Go. Lay it AGg|1wReply
pushpdeepbhatt|Can Canadians participate too? 🙄|1wReply|View replies (1)
"el_kompa_guero_|Yall have another IG account? I got a message from rideclutch giveaways, sayin I won money ,With a link on it.|6dReply"
"harryy_ghotra|Yes, that CBR 🔥 🔪 coming to Canada this time! 🤞|1w1 likeReply|View replies (1)"
mattparker2882|You haven’t had a winner in Washington yet👌 I’m here waiting😂|1w1 likeReply|View replies (1)
_.slugz._|🤞🏽Praying for this miracle to happen ! I put in my order.|1w1 likeReply|View replies (1)
dalethees|I’m tired of losing ! Hopefully this time|1wReply|View replies (1)
silverblobeye2004|Yes I did hopefully I win this time.😍😍|1w2 likesReply|View replies (1)
"itsdram|Yes , that H2 coming to south Texas!!|1w1 likeReply|View replies (1)"
alexanderglennsturm|az squad!!!!|1w1 likeReply|View replies (1)
d_rayxx3|that H2 coming home to Ohio|1w1 likeReply|View replies (1)
daveymcfarland|why isnt the honda showing up on the website i wanna get entered for it|1wReply|View replies (1)
thsvlb|🙏🙏🙏🙏🙏 when will the winner be announced?|1wReply|View replies (1)
manpoobeatyou|I hope y’all don’t beat the hell out of the bikes before giving them away. I mean I’ll take the h2 either way but just saying🔥🔥|1wReply|View replies (1)
motosnarf|This company is turning to trash its been 3 months a I still don't have my shirts|1wReply|View replies (3)
sa_blockay|Yessirrrrrr i have. 🔥🔥👏|1w1 likeReply
saura_2000|Wow|1w2 likesReply
"chrisdemesa|Yes, yes i have!|1w1 likeReply"
chrispyy750|Let’s ride together before someone wins them lol|1w1 likeReply
mehdihashemi.p.v|H2R|1w1 likeReply
uttam___pvt|Cbrrrrrr😈🥵🥵|1w1 likeReply
raised_by_wolves78|Tron lightcycle or bat-pod for the next drawing! Lol|1w1 likeReply
bladebike_razer|Yes|1w1 likeReply
24krepair|Awww yeah!!!! That's my H-2 Kawasaki|1w1 likeReply
reese.allen98|YOU WHEELIES THE H2???? You have some MASSIVE balls bro!!|1w1 likeReply|View replies (1)
jonnaydloon|Sadly no 🥲 wish I live in the US to stand a chance|1w1 likeReply
peterwells39_official|Have I ? Yes. I have. ❤️❤️🎉🎉|1w1 likeReply
delgado9079|🤞|6dReply
jamiepham22|Red one and I'll be going up and down i5 and stop at the waterfront in Tacoma. Or take it to the coast|1w1 likeReply|View replies (1)
_.slugz._|Home sweet California!! It’s coming to me 🤞🏽🤙🏽|1w1 likeReply|View replies (1)
elliott.j.shaw|Depends if they can be shipped to Europe|1w1 likeReply|View replies (2)
"stunticon_jay|Well considering by the time a winner gets one, u guys would have added about 15k miles to them both. So my first trip would be to HI OUTPUT MOTORSPORTS IN MESA to get an oil change, flash & dyno|1w1 likeReply|View replies (1)"
twromill|H2 and to ur moms|1w7 likesReply
sike.ologist|The Hoonda and to take the msf course 💀|1w4 likesReply
mr_ripp_it|I'll take the cbr straight to the mountains|1w2 likesReply|View replies (1)
macheter3|Ninja H2 straight to my house|1w3 likesReply
andreus44|H2 Forsure|1w3 likesReply
"roman.pysmenov|Take the H2 , take er straight to the mountains and canyons|1w3 likesReply"
centolajoseph|Sending love support and respect from Boston 💯💙🤍💙🤍|1w2 likesReply
faraimutambarika|H2|1w1 likeReply
redcbrboy|Sp|1w1 likeReply
"a_ohlson92|Honda, UP HWY50 from El Dorado county to Lake Tahoe|1w1 likeReply"
pay.day.9250|H2. Cruising around Chicago.|1w1 likeReply
ryanhoran_8|CBR 1000%|1w1 likeReply
boomerbiker|🔥|1w1 likeReply
centolajoseph|🔥🔥🔥🔥|1w1 likeReply
z__ahh|Nobody likes a slow ass Honda 😂😂😂✌️|1w1 likeReply
sky_blue_unlimited|🔥🔥👏👏🙌🙌🙌|1w1 likeReply
username_taken_everytime|H2 going on some wonderful twistys 🤩|1w1 likeReply
chillin_like_dylan19|H2 and to my dads 😎|1w1 likeReply
envy_5.0|H2 and take it to my house for a fresh detail before cruising the streets with my friends😎|1w1 likeReply
sameersondhi1|Take the honda and ride in toronto 😢|1w1 likeReply
mattparker2882|Cant wait! Just sent my order in!🔥|1w1 likeReply|View replies (1)
alessandro_fig|Already in 🤩🤩🤩|1w1 likeReply|View replies (1)
"annie.gabo|Entered, now we wait 🔥|1w1 likeReply|View replies (1)"
yeciim|My order arrives tomorrow 🔥😇|1w1 likeReply|View replies (2)
yvng.shady18|Taking my MSF course this month *hopefully* might have to start entering|1w1 likeReply|View replies (1)
liter_plus|Finally a bike I truly want. Will definitely get entered in this one.|1w1 likeReply|View replies (1)
tiggaface|Still no “no face no case” hoodies or t shirts. 🥺|1wReply|View replies (1)
jberreles|Is it dumb to learn to ride on an r1 because i just bought one|1wReply|View replies (2)
"in_her_g|Waterboy Voice ""H2""😂😂|1w3 likesReply"
sissyv_|😍😍|1w1 likeReply
lbc_sssauce_|Sheeeeesh! 🔥|1w1 likeReply
36_molina|🔥🔥🔥🔥|1w1 likeReply
imstillraisingcain|I want it my favorite bike right now|1w1 likeReply
jeff.hxn|Looks so good|1w1 likeReply
jd650r|Ughhhhhh|1w1 likeReply
24krepair|Looks Good in can't remember last time IV been on a honda bike 🤔|1w1 likeReply
chasethebarber_|🔥|3dReply
mr_5280x4|I just got my sweater today! hopefully I win!|1wReply
nas_mobbin|@jayy_sweat your chance bro|1w1 likeReply|View replies (1)
cagroves98|Kawi for sure!🙌🔥|2w2 likesReply|View replies (1)
sc35_voxx|Riders going crazy now with that cbr in the giveaway lol.|2w1 likeReply|View replies (1)
sike.ologist|Ngl id have to go with the hoonda|2w1 likeReply|View replies (1)
yeciim|Green is my favorite color but that cbr is sooo nice tooo 🥲|2w1 likeReply|View replies (1)
christian_19_99|I got my merch in! I love it! And also I didn’t really think I was going to get cash in my order! But I did! It was packed by Brandy! Thanks Brandy!|2w2 likesReply|View replies (1)
_kylerodgers_|Definitely the H2 if I have the chance 🙌 Supercharger all the way|1w1 likeReply|View replies (1)
centolajoseph|I love the CBR sending love support and respect from Boston 💯💖🤍🤍💖|2w1 likeReply|View replies (2)
"marastamerch|Greed one for sure 🧐 Beautiful machines, but red one for a sports bike 🔥🔥🔥|1w1 likeReply|View replies (1)"
"24krepair|Cold or Hot start, I'd say it comes down to the rider skills.|2w1 likeReply|View replies (1)"
eric__thz|People who believe this 🤡 🤡|1wReply|View replies (1)
welpnicky|I can’t tell if this is real or not|1wReply|View replies (1)
knisley32|You guys need to restock on your mens apparel please @rideclutch|2wReply|View replies (1)
rideclutchryan|Where all my kawi riders at?|2w9 likesReply|View replies (2)
sky_blue_unlimited|👏👏👏🔥🔥🔥🙌🙌🙌|2w2 likesReply
liam.chamberlin|Honda|1w1 likeReply
buddha_k_i_d|❤️❤️❤️|1w1 likeReply
centolajoseph|🔥🔥🔥🔥|2w1 likeReply
riceanddough|Both 🔥🔥I am taking both|1w1 likeReply
christian_19_99|Green!!!|2w2 likesReply
brendansouthie|That H2 all day baby!!|1w1 likeReply
christian_foriest17|Cbr 1000 for sure 🔥|2w1 likeReply
jctworld|🔥 🔪|2w1 likeReply
stunticon_jay|H2 of course|1w1 likeReply
bwinkelman4|Need that green spaceship 👽|2w1 likeReply
jayelectronica|Verified|Man don’t make me go beak the law this early in the morning!|2w5 likesReply|View replies (2)
"mmoron6o7|I finally was able to get a snap back hat, got it as soon as I got the notification they were back in stock|2w2 likesReply|View replies (1)"
d_rayxx3|Pop that clutch an get busy🔥🔥🔥🔥💯|2w2 likesReply|View replies (1)
bigfoot_sports_marketing|Man dat Honda doeeeeeee!!!|2w1 likeReply|View replies (1)
yaymateo|Im getting more and more into that Honda! 🔥❤️|2w1 likeReply|View replies (1)
"clayg_87|You gotta love that sound. Everywhere I go, when I hear a clutch up I get a dump of endorphins and adrenaline.|2w1 likeReply|View replies (1)"
peterwells39_official|Powerful machine!!|2w1 likeReply|View replies (1)
matt.dxvis|When is the end date ?|2wReply|View replies (1)
jjusdoit|Do you have to have a membership or anything or do you automatically get entered on any purchase?|2wReply|View replies (1)
iam_milospetrovic|So what will Derwek get for himself if his Honda gets chosen?!|2wReply|View replies (1)
sky_blue_unlimited|👏👏🔥🔥🔥🔥🙌🙌🙌🙌awesomeeeee😍|2w1 likeReply
rob_918|Need another just sold my rc51|2w1 likeReply
eric_raymond23|The fire blade is 🔥🔥 but the H2 is and has always been a dream bike of mine so definitely the H2|2w1 likeReply
tiggaface|I would if I could enter 🤦🤷‍♂️|2wReply
24krepair|Very nice|2wReply
chris6foot2|@guilty_pl3asure|2w1 likeReply|View replies (1)
elliott.j.shaw|I’d be more than happy with the cash😅. I could pay off my student loan|2w2 likesReply|View replies (4)
prietafeliciano_jespalomo|one day a woman will be lucky enough to win? 😒🤦 🤣🤣🤣🤣|1w2 likesReply|View replies (2)
soliman12460|What’s the story guys all the cool T shirts / Hoodies are out of Stock 😢|2w1 likeReply|View replies (1)
m_overholser|H2 all the way|2w4 likesReply
lifted_pear|H2 for sure|2w3 likesReply
"bobbysdrumlab|H2, boo boo|2w2 likesReply"
r1_superblue|H2|2w2 likesReply
likhit_160|😍😍😍|2w1 likeReply
r1_superblue|🙌|2w1 likeReply
r1_superblue|👏👏|2w1 likeReply
jdubb_mayhem|H2 hands down|2w1 likeReply
likhit_160|Cbr 🔥|2w1 likeReply
loconegro559|Both|2w1 likeReply
rhietpas_24|Honda looking clean|2w1 likeReply
jamesvista|CBR yeeeee|2w1 likeReply
jcamacho123|Nah .. 30k for sure..|2w1 likeReply
4_grex|Def would go for the cbr 1000rr-r 🤤|2w1 likeReply
_vegaking|If I win I’m picking the H2|2w1 likeReply
"dhruvbhatia78|H2 bro , love from India❤️|2w1 likeReply"
pluto_wild28|That carbon on the H2 THOOOOOO!!!!! 😍🤤🤩|2w1 likeReply
soliman12460|You need to stock the Gear T shirt in various colors not just Gray & the Shifter shirt as well I bought the White would like to buy one in Red or Blue if offered|2w1 likeReply
ericcurry17|Still both are nice but id have to go for the H2|2w1 likeReply
blu3falcon19|Make 2 winners and first gets to choose and second winner gets the other bike|2w1 likeReply
cmjs147|🔥blade! 😍|1wReply
deviousvixxen|Kawasaki H2🙌|1wReply
24krepair|🙌 pick here|4dReply
jestinejulia|On the look out for the women's line 😍|2w2 likesReply|View replies (2)
justindru3|Chances of me winning 📉📉|2w1 likeReply|View replies (2)
